dateTime,mm 15min
2018-10-13T19:30:00,1.88
2018-10-13T19:45:00,2.98
2018-10-13T20:00:00,1.29
2018-10-13T20:15:00,2.02
2018-10-13T20:30:00,1.35
2018-10-13T20:45:00,0.2
2018-10-13T21:00:00,0.04
2018-10-13T21:15:00,0.06
2018-10-13T21:30:00,0.16
2018-10-13T21:45:00,0.02
2018-10-13T22:00:00,0.22
2018-10-13T22:15:00,0.08
2018-10-13T22:30:00,0
2018-10-13T22:45:00,0
2018-10-13T23:00:00,0
2018-10-13T23:15:00,0
2018-10-13T23:30:00,0
2018-10-13T23:45:00,0
2018-10-14T00:00:00,0
2018-10-14T00:15:00,0
2018-10-14T00:30:00,0
2018-10-14T00:45:00,0
2018-10-14T01:00:00,0.28
2018-10-14T01:15:00,0
2018-10-14T01:30:00,0
2018-10-14T01:45:00,0
2018-10-14T02:00:00,0
2018-10-14T02:15:00,0
2018-10-14T02:30:00,0
2018-10-14T02:45:00,0
2018-10-14T03:00:00,0
2018-10-14T03:15:00,0
2018-10-14T03:30:00,0
2018-10-14T03:45:00,0
2018-10-14T04:00:00,0
2018-10-14T04:15:00,0
2018-10-14T04:30:00,0
2018-10-14T04:45:00,0
2018-10-14T05:00:00,0
2018-10-14T05:15:00,0
2018-10-14T05:30:00,0
2018-10-14T05:45:00,0
2018-10-14T06:00:00,0
2018-10-14T06:15:00,0
