"","h","lower","median","upper"
"325",0.744,0.697216922374193,0.832865512815144,1.04164743768558
"326",0.745,0.701969626501018,0.838668192270082,1.04913134328435
"327",0.746,0.706722330627844,0.844470871725021,1.05661524888312
"328",0.747,0.711475034754669,0.850273551179959,1.06409915448189
"329",0.748,0.716227738881494,0.856076230634898,1.07158306008066
"330",0.749,0.720980443008319,0.861878910089836,1.07906696567943
"331",0.75,0.725733147135144,0.867681589544775,1.0865508712782
"332",0.751,0.73048585126197,0.873484268999713,1.09403477687697
"333",0.752,0.736029038732356,0.880059500628489,1.10217153950933
"334",0.753,0.741911004778554,0.886965826046053,1.11058809801324
"335",0.754,0.747792970824753,0.893872151463616,1.11900465651714
"336",0.755,0.753674936870951,0.90077847688118,1.12742121502105
"337",0.756,0.759556902917149,0.907684802298743,1.13583777352496
"338",0.757,0.765438868963348,0.914591127716307,1.14425433202886
"339",0.758,0.771320835009546,0.921497453133871,1.15267089053277
"340",0.759,0.777202801055744,0.928403778551434,1.16108744903668
"341",0.76,0.783084767101943,0.935310103968998,1.16950400754058
"342",0.761,0.788966733148141,0.942216429386561,1.17792056604449
"343",0.762,0.794848699194339,0.949122754804125,1.18633712454839
"344",0.763,0.800730665240537,0.956029080221688,1.1947536830523
"345",0.764,0.806612631286736,0.962935405639252,1.20317024155621
"346",0.765,0.812494597332934,0.969841731056815,1.21158680006011
"347",0.766,0.818376563379132,0.976748056474379,1.22000335856402
"348",0.767,0.824258529425331,0.983654381891942,1.22841991706793
"349",0.768,0.830140495471529,0.990560707309506,1.23683647557183
"350",0.769,0.836022461517727,0.997467032727069,1.24525303407574
"351",0.77,0.841904427563926,1.00437335814463,1.25366959257964
"352",0.771,0.847786393610124,1.0112796835622,1.26208615108355
"353",0.772,0.853668359656322,1.01818600897976,1.27050270958746
"354",0.773,0.85955032570252,1.02509233439732,1.27891926809136
"355",0.774,0.865432291748719,1.03199865981489,1.28733582659527
"356",0.775,0.871314257794917,1.03890498523245,1.29575238509917
"357",0.776,0.877196223841116,1.04581131065001,1.30416894360308
"358",0.777,0.883078189887313,1.05271763606758,1.31258550210699
"359",0.778,0.888960155933512,1.05962396148514,1.32100206061089
"360",0.779,0.89484212197971,1.0665302869027,1.3294186191148
"361",0.78,0.900724088025909,1.07343661232027,1.33783517761871
"362",0.781,0.906606054072106,1.08034293773783,1.34625173612261
"363",0.782,0.912488020118305,1.0872492631554,1.35466829462652
"364",0.783,0.918369986164503,1.09415558857296,1.36308485313043
"365",0.784,0.924251952210702,1.10106191399052,1.37150141163433
"366",0.785,0.9301339182569,1.10796823940809,1.37991797013824
"367",0.786,0.936015884303099,1.11487456482565,1.38833452864214
"368",0.787,0.941897850349296,1.12178089024321,1.39675108714605
"369",0.788,0.947779816395495,1.12868721566078,1.40516764564996
"370",0.789,0.953807651143536,1.13575807497859,1.41376862411846
"371",0.79,0.960905189705092,1.14403551623159,1.42372201566066
"372",0.791,0.968002728266647,1.15231295748458,1.43367540720286
"373",0.792,0.975100266828204,1.16059039873758,1.44362879874506
"374",0.793,0.982197805389759,1.16886783999058,1.45358219028725
"375",0.794,0.989295343951316,1.17714528124357,1.46353558182945
"376",0.795,0.996392882512871,1.18542272249657,1.47348897337165
"377",0.796,1.00349042107443,1.19370016374956,1.48344236491385
"378",0.797,1.01058795963598,1.20197760500256,1.49339575645605
"379",0.798,1.01768549819754,1.21025504625556,1.50334914799825
"380",0.799,1.02478303675909,1.21853248750855,1.51330253954045
"381",0.8,1.03188057532065,1.22680992876155,1.52325593108265
"382",0.801,1.03897811388221,1.23508737001454,1.53320932262484
"383",0.802,1.04607565244376,1.24336481126754,1.54316271416704
"384",0.803,1.05317319100532,1.25164225252054,1.55311610570924
"385",0.804,1.06027072956687,1.25991969377353,1.56306949725144
"386",0.805,1.06736826812843,1.26819713502653,1.57302288879364
"387",0.806,1.07446580668999,1.27647457627953,1.58297628033584
"388",0.807,1.08156334525154,1.28475201753252,1.59292967187804
"389",0.808,1.0886608838131,1.29302945878552,1.60288306342024
"390",0.809,1.09575842237465,1.30130690003851,1.61283645496243
"391",0.81,1.10285596093621,1.30958434129151,1.62278984650463
"392",0.811,1.10995349949776,1.3178617825445,1.63274323804683
"393",0.812,1.11705103805932,1.3261392237975,1.64269662958903
"394",0.813,1.12414857662088,1.3344166650505,1.65265002113123
"395",0.814,1.13124611518243,1.34269410630349,1.66260341267343
"396",0.815,1.13834365374399,1.35097154755649,1.67255680421563
"397",0.816,1.14544119230554,1.35924898880949,1.68251019575783
"398",0.817,1.1525387308671,1.36752643006248,1.69246358730002
"399",0.818,1.15963626942866,1.37580387131548,1.70241697884222
"400",0.819,1.16673380799021,1.38408131256847,1.71237037038442
"401",0.82,1.17383134655177,1.39235875382147,1.72232376192662
"402",0.821,1.18092888511332,1.40063619507447,1.73227715346882
"403",0.822,1.18802642367488,1.40891363632746,1.74223054501102
"404",0.823,1.19512396223643,1.41719107758046,1.75218393655322
"405",0.824,1.20222150079799,1.42546851883345,1.76213732809542
"406",0.825,1.20931903935955,1.43374596008645,1.77209071963761
"407",0.826,1.2164165779211,1.44202340133945,1.78204411117981
"408",0.827,1.22448209648801,1.45105637472035,1.79256746587598
"409",0.828,1.23337219061502,1.46073294954355,1.80357634474036
"410",0.829,1.24226228474204,1.47040952436675,1.81458522360473
"411",0.83,1.25115237886906,1.48008609918994,1.8255941024691
"412",0.831,1.26004247299607,1.48976267401314,1.83660298133347
"413",0.832,1.26893256712309,1.49943924883634,1.84761186019784
"414",0.833,1.2778226612501,1.50911582365954,1.85862073906221
"415",0.834,1.28671275537712,1.51879239848273,1.86962961792658
"416",0.835,1.29560284950414,1.52846897330593,1.88063849679095
"417",0.836,1.30449294363115,1.53814554812913,1.89164737565532
"418",0.837,1.31338303775817,1.54782212295233,1.90265625451969
"419",0.838,1.32227313188519,1.55749869777552,1.91366513338406
